Time-stamp: 5 s, Heart Rate: 3.00 BPM
Time-stamp: 797 s, Heart Rate: 10.00 BPM
Time-stamp: 797 s, Heart Rate: 10.00 BPM
Time-stamp: 797 s, Heart Rate: 10.00 BPM
Time-stamp: 798 s, Heart Rate: 10.00 BPM
Time-stamp: 798 s, Heart Rate: 10.00 BPM
Time-stamp: 798 s, Heart Rate: 10.00 BPM
Time-stamp: 798 s, Heart Rate: 10.00 BPM
Time-stamp: 798 s, Heart Rate: 10.00 BPM
Time-stamp: 798 s, Heart Rate: 10.00 BPM
Time-stamp: 798 s, Heart Rate: 10.00 BPM
Time-stamp: 798 s, Heart Rate: 10.00 BPM
Time-stamp: 798 s, Heart Rate: 10.00 BPM
Time-stamp: 798 s, Heart Rate: 10.00 BPM
Time-stamp: 799 s, Heart Rate: 10.00 BPM
Time-stamp: 799 s, Heart Rate: 10.00 BPM
Time-stamp: 799 s, Heart Rate: 10.00 BPM
Time-stamp: 799 s, Heart Rate: 10.00 BPM
Time-stamp: 799 s, Heart Rate: 10.00 BPM
Time-stamp: 799 s, Heart Rate: 10.00 BPM
Time-stamp: 799 s, Heart Rate: 10.00 BPM
Time-stamp: 799 s, Heart Rate: 10.00 BPM
Time-stamp: 799 s, Heart Rate: 10.00 BPM
Time-stamp: 799 s, Heart Rate: 10.00 BPM
Time-stamp: 799 s, Heart Rate: 10.00 BPM
Time-stamp: 800 s, Heart Rate: 10.00 BPM
Time-stamp: 800 s, Heart Rate: 10.00 BPM
Time-stamp: 800 s, Heart Rate: 10.00 BPM
Time-stamp: 800 s, Heart Rate: 10.00 BPM
Time-stamp: 800 s, Heart Rate: 10.00 BPM
Time-stamp: 800 s, Heart Rate: 10.00 BPM
Time-stamp: 800 s, Heart Rate: 10.00 BPM
Time-stamp: 800 s, Heart Rate: 10.00 BPM
Time-stamp: 800 s, Heart Rate: 10.00 BPM
Time-stamp: 800 s, Heart Rate: 10.00 BPM
Time-stamp: 801 s, Heart Rate: 10.00 BPM
Time-stamp: 801 s, Heart Rate: 10.00 BPM
Time-stamp: 801 s, Heart Rate: 10.00 BPM
Time-stamp: 801 s, Heart Rate: 10.00 BPM
Time-stamp: 801 s, Heart Rate: 10.00 BPM
Time-stamp: 801 s, Heart Rate: 10.00 BPM
Time-stamp: 801 s, Heart Rate: 10.00 BPM
Time-stamp: 801 s, Heart Rate: 10.00 BPM
Time-stamp: 801 s, Heart Rate: 10.00 BPM
Time-stamp: 801 s, Heart Rate: 10.00 BPM
Time-stamp: 802 s, Heart Rate: 10.00 BPM
Time-stamp: 802 s, Heart Rate: 10.00 BPM
Time-stamp: 802 s, Heart Rate: 10.00 BPM
Time-stamp: 802 s, Heart Rate: 10.00 BPM
Time-stamp: 802 s, Heart Rate: 10.00 BPM
Time-stamp: 802 s, Heart Rate: 10.00 BPM
Time-stamp: 802 s, Heart Rate: 10.00 BPM
Time-stamp: 802 s, Heart Rate: 10.00 BPM
Time-stamp: 802 s, Heart Rate: 10.00 BPM
Time-stamp: 802 s, Heart Rate: 10.00 BPM
Time-stamp: 803 s, Heart Rate: 10.00 BPM
Time-stamp: 803 s, Heart Rate: 10.00 BPM
Time-stamp: 803 s, Heart Rate: 10.00 BPM
Time-stamp: 803 s, Heart Rate: 10.00 BPM
Time-stamp: 803 s, Heart Rate: 10.00 BPM
Time-stamp: 803 s, Heart Rate: 10.00 BPM
Time-stamp: 803 s, Heart Rate: 10.00 BPM
Time-stamp: 803 s, Heart Rate: 10.00 BPM
Time-stamp: 803 s, Heart Rate: 10.00 BPM
Time-stamp: 803 s, Heart Rate: 10.00 BPM
Time-stamp: 803 s, Heart Rate: 10.00 BPM
Time-stamp: 804 s, Heart Rate: 10.00 BPM
Time-stamp: 804 s, Heart Rate: 10.00 BPM
Time-stamp: 804 s, Heart Rate: 10.00 BPM
Time-stamp: 804 s, Heart Rate: 10.00 BPM
Time-stamp: 804 s, Heart Rate: 10.00 BPM
Time-stamp: 804 s, Heart Rate: 10.00 BPM
Time-stamp: 804 s, Heart Rate: 10.00 BPM
Time-stamp: 804 s, Heart Rate: 10.00 BPM
Time-stamp: 804 s, Heart Rate: 10.00 BPM
Time-stamp: 804 s, Heart Rate: 10.00 BPM
Time-stamp: 805 s, Heart Rate: 10.00 BPM
Time-stamp: 805 s, Heart Rate: 10.00 BPM
Time-stamp: 805 s, Heart Rate: 10.00 BPM
Time-stamp: 805 s, Heart Rate: 10.00 BPM
Time-stamp: 805 s, Heart Rate: 10.00 BPM
Time-stamp: 805 s, Heart Rate: 10.00 BPM
Time-stamp: 805 s, Heart Rate: 10.00 BPM
Time-stamp: 805 s, Heart Rate: 10.00 BPM
Time-stamp: 805 s, Heart Rate: 10.00 BPM
Time-stamp: 805 s, Heart Rate: 10.00 BPM
Time-stamp: 806 s, Heart Rate: 10.00 BPM
Time-stamp: 806 s, Heart Rate: 10.00 BPM
Time-stamp: 806 s, Heart Rate: 10.00 BPM
Time-stamp: 806 s, Heart Rate: 10.00 BPM
Time-stamp: 806 s, Heart Rate: 10.00 BPM
Time-stamp: 806 s, Heart Rate: 10.00 BPM
Time-stamp: 806 s, Heart Rate: 10.00 BPM
Time-stamp: 806 s, Heart Rate: 10.00 BPM
Time-stamp: 806 s, Heart Rate: 10.00 BPM
Time-stamp: 806 s, Heart Rate: 10.00 BPM
Time-stamp: 807 s, Heart Rate: 10.00 BPM
Time-stamp: 807 s, Heart Rate: 10.00 BPM
Time-stamp: 807 s, Heart Rate: 10.00 BPM
Time-stamp: 807 s, Heart Rate: 10.00 BPM
Time-stamp: 807 s, Heart Rate: 10.00 BPM
Time-stamp: 807 s, Heart Rate: 10.00 BPM
Time-stamp: 807 s, Heart Rate: 10.00 BPM
Time-stamp: 807 s, Heart Rate: 10.00 BPM
Time-stamp: 807 s, Heart Rate: 10.00 BPM
Time-stamp: 807 s, Heart Rate: 10.00 BPM
Time-stamp: 807 s, Heart Rate: 10.00 BPM
Time-stamp: 808 s, Heart Rate: 10.00 BPM
Time-stamp: 808 s, Heart Rate: 10.00 BPM
Time-stamp: 808 s, Heart Rate: 10.00 BPM
Time-stamp: 808 s, Heart Rate: 10.00 BPM
Time-stamp: 808 s, Heart Rate: 10.00 BPM
Time-stamp: 808 s, Heart Rate: 10.00 BPM
Time-stamp: 808 s, Heart Rate: 10.00 BPM
Time-stamp: 808 s, Heart Rate: 10.00 BPM
Time-stamp: 808 s, Heart Rate: 10.00 BPM
Time-stamp: 808 s, Heart Rate: 10.00 BPM
Time-stamp: 809 s, Heart Rate: 10.00 BPM
Time-stamp: 809 s, Heart Rate: 10.00 BPM
Time-stamp: 809 s, Heart Rate: 10.00 BPM
Time-stamp: 809 s, Heart Rate: 10.00 BPM
Time-stamp: 809 s, Heart Rate: 10.00 BPM
Time-stamp: 809 s, Heart Rate: 10.00 BPM
Time-stamp: 809 s, Heart Rate: 10.00 BPM
Time-stamp: 809 s, Heart Rate: 10.00 BPM
Time-stamp: 809 s, Heart Rate: 10.00 BPM
Time-stamp: 809 s, Heart Rate: 10.00 BPM
Time-stamp: 810 s, Heart Rate: 10.00 BPM
Time-stamp: 810 s, Heart Rate: 10.00 BPM
Time-stamp: 810 s, Heart Rate: 10.00 BPM
Time-stamp: 810 s, Heart Rate: 10.00 BPM
Time-stamp: 810 s, Heart Rate: 10.00 BPM
Time-stamp: 810 s, Heart Rate: 10.00 BPM
Time-stamp: 810 s, Heart Rate: 10.00 BPM
Time-stamp: 810 s, Heart Rate: 10.00 BPM
Time-stamp: 810 s, Heart Rate: 10.00 BPM
Time-stamp: 810 s, Heart Rate: 10.00 BPM
Time-stamp: 811 s, Heart Rate: 10.00 BPM
Time-stamp: 811 s, Heart Rate: 10.00 BPM
Time-stamp: 811 s, Heart Rate: 10.00 BPM
Time-stamp: 811 s, Heart Rate: 10.00 BPM
Time-stamp: 811 s, Heart Rate: 10.00 BPM
Time-stamp: 811 s, Heart Rate: 10.00 BPM
Time-stamp: 811 s, Heart Rate: 10.00 BPM
Time-stamp: 811 s, Heart Rate: 10.00 BPM
Time-stamp: 811 s, Heart Rate: 10.00 BPM
Time-stamp: 811 s, Heart Rate: 10.00 BPM
Time-stamp: 811 s, Heart Rate: 10.00 BPM
Time-stamp: 812 s, Heart Rate: 10.00 BPM
Time-stamp: 812 s, Heart Rate: 10.00 BPM
Time-stamp: 812 s, Heart Rate: 10.00 BPM
Time-stamp: 812 s, Heart Rate: 10.00 BPM
Time-stamp: 812 s, Heart Rate: 10.00 BPM
Time-stamp: 812 s, Heart Rate: 10.00 BPM
Time-stamp: 812 s, Heart Rate: 10.00 BPM
Time-stamp: 812 s, Heart Rate: 10.00 BPM
Time-stamp: 812 s, Heart Rate: 10.00 BPM
Time-stamp: 812 s, Heart Rate: 10.00 BPM
Time-stamp: 813 s, Heart Rate: 10.00 BPM
Time-stamp: 813 s, Heart Rate: 10.00 BPM
Time-stamp: 813 s, Heart Rate: 10.00 BPM
Time-stamp: 813 s, Heart Rate: 10.00 BPM
Time-stamp: 813 s, Heart Rate: 10.00 BPM
Time-stamp: 813 s, Heart Rate: 10.00 BPM
Time-stamp: 813 s, Heart Rate: 10.00 BPM
Time-stamp: 813 s, Heart Rate: 10.00 BPM
Time-stamp: 813 s, Heart Rate: 10.00 BPM
Time-stamp: 813 s, Heart Rate: 10.00 BPM
Time-stamp: 814 s, Heart Rate: 10.00 BPM
Time-stamp: 814 s, Heart Rate: 10.00 BPM
Time-stamp: 814 s, Heart Rate: 10.00 BPM
Time-stamp: 814 s, Heart Rate: 10.00 BPM
Time-stamp: 814 s, Heart Rate: 10.00 BPM
Time-stamp: 814 s, Heart Rate: 10.00 BPM
Time-stamp: 814 s, Heart Rate: 10.00 BPM
Time-stamp: 814 s, Heart Rate: 10.00 BPM
Time-stamp: 814 s, Heart Rate: 10.00 BPM
Time-stamp: 814 s, Heart Rate: 10.00 BPM
Time-stamp: 815 s, Heart Rate: 10.00 BPM
Time-stamp: 815 s, Heart Rate: 10.00 BPM
Time-stamp: 815 s, Heart Rate: 10.00 BPM
Time-stamp: 815 s, Heart Rate: 10.00 BPM
Time-stamp: 815 s, Heart Rate: 10.00 BPM
Time-stamp: 815 s, Heart Rate: 10.00 BPM
Time-stamp: 815 s, Heart Rate: 10.00 BPM
Time-stamp: 815 s, Heart Rate: 10.00 BPM
Time-stamp: 815 s, Heart Rate: 10.00 BPM
Time-stamp: 815 s, Heart Rate: 10.00 BPM
Time-stamp: 815 s, Heart Rate: 10.00 BPM
Time-stamp: 816 s, Heart Rate: 10.00 BPM
Time-stamp: 816 s, Heart Rate: 10.00 BPM
Time-stamp: 816 s, Heart Rate: 10.00 BPM
Time-stamp: 816 s, Heart Rate: 10.00 BPM
Time-stamp: 816 s, Heart Rate: 10.00 BPM
Time-stamp: 816 s, Heart Rate: 10.00 BPM
Time-stamp: 816 s, Heart Rate: 10.00 BPM
Time-stamp: 816 s, Heart Rate: 10.00 BPM
Time-stamp: 816 s, Heart Rate: 10.00 BPM
Time-stamp: 816 s, Heart Rate: 10.00 BPM
Time-stamp: 817 s, Heart Rate: 10.00 BPM
Time-stamp: 817 s, Heart Rate: 10.00 BPM
Time-stamp: 817 s, Heart Rate: 10.00 BPM
Time-stamp: 817 s, Heart Rate: 10.00 BPM
Time-stamp: 817 s, Heart Rate: 10.00 BPM
Time-stamp: 817 s, Heart Rate: 10.00 BPM
Time-stamp: 817 s, Heart Rate: 10.00 BPM
Time-stamp: 817 s, Heart Rate: 10.00 BPM
Time-stamp: 817 s, Heart Rate: 10.00 BPM
Time-stamp: 817 s, Heart Rate: 10.00 BPM
Time-stamp: 818 s, Heart Rate: 10.00 BPM
Time-stamp: 818 s, Heart Rate: 10.00 BPM
Time-stamp: 818 s, Heart Rate: 10.00 BPM
Time-stamp: 818 s, Heart Rate: 10.00 BPM
Time-stamp: 818 s, Heart Rate: 10.00 BPM
Time-stamp: 818 s, Heart Rate: 10.00 BPM
Time-stamp: 818 s, Heart Rate: 10.00 BPM
Time-stamp: 818 s, Heart Rate: 10.00 BPM
Time-stamp: 818 s, Heart Rate: 10.00 BPM
Time-stamp: 818 s, Heart Rate: 10.00 BPM
Time-stamp: 819 s, Heart Rate: 10.00 BPM
Time-stamp: 819 s, Heart Rate: 10.00 BPM
Time-stamp: 819 s, Heart Rate: 10.00 BPM
Time-stamp: 819 s, Heart Rate: 10.00 BPM
Time-stamp: 819 s, Heart Rate: 10.00 BPM
Time-stamp: 819 s, Heart Rate: 10.00 BPM
Time-stamp: 819 s, Heart Rate: 10.00 BPM
Time-stamp: 819 s, Heart Rate: 10.00 BPM
Time-stamp: 819 s, Heart Rate: 10.00 BPM
Time-stamp: 819 s, Heart Rate: 10.00 BPM
Time-stamp: 820 s, Heart Rate: 10.00 BPM
Time-stamp: 820 s, Heart Rate: 10.00 BPM
Time-stamp: 820 s, Heart Rate: 10.00 BPM
Time-stamp: 820 s, Heart Rate: 10.00 BPM
Time-stamp: 820 s, Heart Rate: 10.00 BPM
Time-stamp: 820 s, Heart Rate: 10.00 BPM
Time-stamp: 820 s, Heart Rate: 10.00 BPM
Time-stamp: 820 s, Heart Rate: 10.00 BPM
Time-stamp: 820 s, Heart Rate: 10.00 BPM
Time-stamp: 820 s, Heart Rate: 10.00 BPM
Time-stamp: 820 s, Heart Rate: 10.00 BPM
Time-stamp: 821 s, Heart Rate: 10.00 BPM
Time-stamp: 821 s, Heart Rate: 10.00 BPM
Time-stamp: 821 s, Heart Rate: 10.00 BPM
Time-stamp: 821 s, Heart Rate: 10.00 BPM
Time-stamp: 821 s, Heart Rate: 10.00 BPM
Time-stamp: 821 s, Heart Rate: 10.00 BPM
Time-stamp: 821 s, Heart Rate: 10.00 BPM
Time-stamp: 821 s, Heart Rate: 10.00 BPM
Time-stamp: 821 s, Heart Rate: 10.00 BPM
Time-stamp: 821 s, Heart Rate: 10.00 BPM
Time-stamp: 822 s, Heart Rate: 10.00 BPM
Time-stamp: 822 s, Heart Rate: 10.00 BPM
Time-stamp: 822 s, Heart Rate: 10.00 BPM
Time-stamp: 822 s, Heart Rate: 10.00 BPM
Time-stamp: 822 s, Heart Rate: 10.00 BPM
Time-stamp: 822 s, Heart Rate: 10.00 BPM
Time-stamp: 822 s, Heart Rate: 10.00 BPM
Time-stamp: 822 s, Heart Rate: 10.00 BPM
Time-stamp: 822 s, Heart Rate: 10.00 BPM
Time-stamp: 822 s, Heart Rate: 10.00 BPM
Time-stamp: 823 s, Heart Rate: 10.00 BPM
Time-stamp: 823 s, Heart Rate: 10.00 BPM
Time-stamp: 823 s, Heart Rate: 10.00 BPM
Time-stamp: 823 s, Heart Rate: 10.00 BPM
Time-stamp: 823 s, Heart Rate: 10.00 BPM
Time-stamp: 823 s, Heart Rate: 10.00 BPM
Time-stamp: 823 s, Heart Rate: 10.00 BPM
Time-stamp: 823 s, Heart Rate: 10.00 BPM
Time-stamp: 823 s, Heart Rate: 10.00 BPM
Time-stamp: 823 s, Heart Rate: 10.00 BPM
Time-stamp: 824 s, Heart Rate: 10.00 BPM
Time-stamp: 824 s, Heart Rate: 10.00 BPM
Time-stamp: 824 s, Heart Rate: 10.00 BPM
Time-stamp: 824 s, Heart Rate: 10.00 BPM
Time-stamp: 824 s, Heart Rate: 10.00 BPM
Time-stamp: 824 s, Heart Rate: 10.00 BPM
Time-stamp: 824 s, Heart Rate: 10.00 BPM
Time-stamp: 824 s, Heart Rate: 10.00 BPM
Time-stamp: 824 s, Heart Rate: 10.00 BPM
Time-stamp: 824 s, Heart Rate: 10.00 BPM
Time-stamp: 824 s, Heart Rate: 10.00 BPM
Time-stamp: 825 s, Heart Rate: 10.00 BPM
Time-stamp: 825 s, Heart Rate: 10.00 BPM
Time-stamp: 825 s, Heart Rate: 10.00 BPM
Time-stamp: 825 s, Heart Rate: 10.00 BPM
Time-stamp: 825 s, Heart Rate: 10.00 BPM
Time-stamp: 825 s, Heart Rate: 10.00 BPM
Time-stamp: 825 s, Heart Rate: 10.00 BPM
Time-stamp: 825 s, Heart Rate: 10.00 BPM
Time-stamp: 825 s, Heart Rate: 10.00 BPM
Time-stamp: 825 s, Heart Rate: 10.00 BPM
Time-stamp: 826 s, Heart Rate: 10.00 BPM
Time-stamp: 826 s, Heart Rate: 10.00 BPM
Time-stamp: 826 s, Heart Rate: 10.00 BPM
Time-stamp: 826 s, Heart Rate: 10.00 BPM
Time-stamp: 826 s, Heart Rate: 10.00 BPM
Time-stamp: 826 s, Heart Rate: 10.00 BPM
Time-stamp: 826 s, Heart Rate: 10.00 BPM
Time-stamp: 826 s, Heart Rate: 10.00 BPM
Time-stamp: 826 s, Heart Rate: 10.00 BPM
Time-stamp: 826 s, Heart Rate: 10.00 BPM
Time-stamp: 827 s, Heart Rate: 10.00 BPM
Time-stamp: 827 s, Heart Rate: 10.00 BPM
Time-stamp: 827 s, Heart Rate: 10.00 BPM
Time-stamp: 827 s, Heart Rate: 10.00 BPM
Time-stamp: 827 s, Heart Rate: 10.00 BPM
Time-stamp: 827 s, Heart Rate: 10.00 BPM
Time-stamp: 827 s, Heart Rate: 10.00 BPM
Time-stamp: 827 s, Heart Rate: 10.00 BPM
Time-stamp: 827 s, Heart Rate: 10.00 BPM
Time-stamp: 827 s, Heart Rate: 10.00 BPM
Time-stamp: 828 s, Heart Rate: 10.00 BPM
Time-stamp: 828 s, Heart Rate: 10.00 BPM
Time-stamp: 828 s, Heart Rate: 10.00 BPM
Time-stamp: 828 s, Heart Rate: 10.00 BPM
Time-stamp: 828 s, Heart Rate: 10.00 BPM
Time-stamp: 828 s, Heart Rate: 10.00 BPM
Time-stamp: 828 s, Heart Rate: 10.00 BPM
Time-stamp: 828 s, Heart Rate: 10.00 BPM
Time-stamp: 828 s, Heart Rate: 10.00 BPM
Time-stamp: 828 s, Heart Rate: 10.00 BPM
Time-stamp: 828 s, Heart Rate: 10.00 BPM
Time-stamp: 829 s, Heart Rate: 10.00 BPM
Time-stamp: 829 s, Heart Rate: 10.00 BPM
Time-stamp: 829 s, Heart Rate: 10.00 BPM
Time-stamp: 829 s, Heart Rate: 10.00 BPM
Time-stamp: 829 s, Heart Rate: 10.00 BPM
Time-stamp: 829 s, Heart Rate: 10.00 BPM
Time-stamp: 829 s, Heart Rate: 10.00 BPM
Time-stamp: 829 s, Heart Rate: 10.00 BPM
Time-stamp: 829 s, Heart Rate: 10.00 BPM
Time-stamp: 829 s, Heart Rate: 10.00 BPM
Time-stamp: 830 s, Heart Rate: 10.00 BPM
Time-stamp: 830 s, Heart Rate: 10.00 BPM
Time-stamp: 830 s, Heart Rate: 10.00 BPM
Time-stamp: 830 s, Heart Rate: 10.00 BPM
Time-stamp: 830 s, Heart Rate: 10.00 BPM
Time-stamp: 830 s, Heart Rate: 10.00 BPM
Time-stamp: 830 s, Heart Rate: 10.00 BPM
Time-stamp: 830 s, Heart Rate: 10.00 BPM
Time-stamp: 830 s, Heart Rate: 10.00 BPM
Time-stamp: 830 s, Heart Rate: 10.00 BPM
Time-stamp: 831 s, Heart Rate: 10.00 BPM
Time-stamp: 831 s, Heart Rate: 10.00 BPM
Time-stamp: 831 s, Heart Rate: 10.00 BPM
Time-stamp: 831 s, Heart Rate: 10.00 BPM
Time-stamp: 831 s, Heart Rate: 10.00 BPM
Time-stamp: 831 s, Heart Rate: 10.00 BPM
Time-stamp: 831 s, Heart Rate: 10.00 BPM
Time-stamp: 831 s, Heart Rate: 10.00 BPM
Time-stamp: 831 s, Heart Rate: 10.00 BPM
Time-stamp: 831 s, Heart Rate: 10.00 BPM
Time-stamp: 832 s, Heart Rate: 10.00 BPM
Time-stamp: 832 s, Heart Rate: 10.00 BPM
Time-stamp: 832 s, Heart Rate: 10.00 BPM
Time-stamp: 832 s, Heart Rate: 10.00 BPM
Time-stamp: 832 s, Heart Rate: 10.00 BPM
Time-stamp: 832 s, Heart Rate: 10.00 BPM
Time-stamp: 832 s, Heart Rate: 10.00 BPM
Time-stamp: 832 s, Heart Rate: 10.00 BPM
Time-stamp: 832 s, Heart Rate: 10.00 BPM
Time-stamp: 832 s, Heart Rate: 10.00 BPM
Time-stamp: 832 s, Heart Rate: 10.00 BPM
Time-stamp: 833 s, Heart Rate: 10.00 BPM
Time-stamp: 833 s, Heart Rate: 10.00 BPM
Time-stamp: 833 s, Heart Rate: 10.00 BPM
Time-stamp: 833 s, Heart Rate: 10.00 BPM
Time-stamp: 833 s, Heart Rate: 10.00 BPM
Time-stamp: 833 s, Heart Rate: 10.00 BPM
Time-stamp: 833 s, Heart Rate: 10.00 BPM
Time-stamp: 833 s, Heart Rate: 10.00 BPM
Time-stamp: 833 s, Heart Rate: 10.00 BPM
Time-stamp: 833 s, Heart Rate: 10.00 BPM
Time-stamp: 834 s, Heart Rate: 10.00 BPM
Time-stamp: 834 s, Heart Rate: 10.00 BPM
Time-stamp: 834 s, Heart Rate: 10.00 BPM
Time-stamp: 834 s, Heart Rate: 10.00 BPM
Time-stamp: 834 s, Heart Rate: 10.00 BPM
Time-stamp: 834 s, Heart Rate: 10.00 BPM
Time-stamp: 834 s, Heart Rate: 10.00 BPM
Time-stamp: 834 s, Heart Rate: 10.00 BPM
Time-stamp: 834 s, Heart Rate: 10.00 BPM
Time-stamp: 834 s, Heart Rate: 10.00 BPM
Time-stamp: 835 s, Heart Rate: 10.00 BPM
Time-stamp: 835 s, Heart Rate: 10.00 BPM
Time-stamp: 835 s, Heart Rate: 10.00 BPM
Time-stamp: 835 s, Heart Rate: 10.00 BPM
Time-stamp: 835 s, Heart Rate: 10.00 BPM
Time-stamp: 835 s, Heart Rate: 10.00 BPM
Time-stamp: 835 s, Heart Rate: 10.00 BPM
Time-stamp: 835 s, Heart Rate: 10.00 BPM
Time-stamp: 835 s, Heart Rate: 10.00 BPM
Time-stamp: 835 s, Heart Rate: 10.00 BPM
Time-stamp: 836 s, Heart Rate: 10.00 BPM
Time-stamp: 836 s, Heart Rate: 10.00 BPM
Time-stamp: 836 s, Heart Rate: 10.00 BPM
Time-stamp: 836 s, Heart Rate: 10.00 BPM
Time-stamp: 836 s, Heart Rate: 10.00 BPM
Time-stamp: 836 s, Heart Rate: 10.00 BPM
Time-stamp: 836 s, Heart Rate: 10.00 BPM
Time-stamp: 836 s, Heart Rate: 10.00 BPM
Time-stamp: 836 s, Heart Rate: 10.00 BPM
Time-stamp: 836 s, Heart Rate: 10.00 BPM
Time-stamp: 836 s, Heart Rate: 10.00 BPM
Time-stamp: 837 s, Heart Rate: 10.00 BPM
Time-stamp: 837 s, Heart Rate: 10.00 BPM
Time-stamp: 837 s, Heart Rate: 10.00 BPM
Time-stamp: 837 s, Heart Rate: 10.00 BPM
Time-stamp: 837 s, Heart Rate: 10.00 BPM
Time-stamp: 837 s, Heart Rate: 10.00 BPM
Time-stamp: 837 s, Heart Rate: 10.00 BPM
Time-stamp: 837 s, Heart Rate: 10.00 BPM
Time-stamp: 837 s, Heart Rate: 10.00 BPM
Time-stamp: 837 s, Heart Rate: 10.00 BPM
Time-stamp: 838 s, Heart Rate: 10.00 BPM
Time-stamp: 838 s, Heart Rate: 10.00 BPM
Time-stamp: 838 s, Heart Rate: 10.00 BPM
Time-stamp: 838 s, Heart Rate: 10.00 BPM
Time-stamp: 838 s, Heart Rate: 10.00 BPM
Time-stamp: 838 s, Heart Rate: 10.00 BPM
Time-stamp: 838 s, Heart Rate: 10.00 BPM
Time-stamp: 838 s, Heart Rate: 10.00 BPM
Time-stamp: 838 s, Heart Rate: 10.00 BPM
Time-stamp: 838 s, Heart Rate: 10.00 BPM
Time-stamp: 839 s, Heart Rate: 10.00 BPM
Time-stamp: 839 s, Heart Rate: 10.00 BPM
Time-stamp: 839 s, Heart Rate: 10.00 BPM
Time-stamp: 839 s, Heart Rate: 10.00 BPM
Time-stamp: 839 s, Heart Rate: 10.00 BPM
Time-stamp: 839 s, Heart Rate: 10.00 BPM
Time-stamp: 839 s, Heart Rate: 10.00 BPM
Time-stamp: 839 s, Heart Rate: 10.00 BPM
Time-stamp: 839 s, Heart Rate: 10.00 BPM
Time-stamp: 839 s, Heart Rate: 10.00 BPM
Time-stamp: 840 s, Heart Rate: 10.00 BPM
Time-stamp: 840 s, Heart Rate: 10.00 BPM
Time-stamp: 840 s, Heart Rate: 10.00 BPM
Time-stamp: 840 s, Heart Rate: 10.00 BPM
Time-stamp: 840 s, Heart Rate: 10.00 BPM
Time-stamp: 840 s, Heart Rate: 10.00 BPM
Time-stamp: 840 s, Heart Rate: 10.00 BPM
Time-stamp: 840 s, Heart Rate: 10.00 BPM
Time-stamp: 840 s, Heart Rate: 10.00 BPM
Time-stamp: 840 s, Heart Rate: 10.00 BPM
Time-stamp: 840 s, Heart Rate: 10.00 BPM
Time-stamp: 841 s, Heart Rate: 10.00 BPM
Time-stamp: 841 s, Heart Rate: 10.00 BPM
Time-stamp: 841 s, Heart Rate: 10.00 BPM
Time-stamp: 841 s, Heart Rate: 10.00 BPM
Time-stamp: 841 s, Heart Rate: 10.00 BPM
Time-stamp: 841 s, Heart Rate: 10.00 BPM
Time-stamp: 841 s, Heart Rate: 10.00 BPM
Time-stamp: 841 s, Heart Rate: 10.00 BPM
Time-stamp: 841 s, Heart Rate: 10.00 BPM
Time-stamp: 841 s, Heart Rate: 10.00 BPM
Time-stamp: 842 s, Heart Rate: 10.00 BPM
Time-stamp: 842 s, Heart Rate: 10.00 BPM
Time-stamp: 842 s, Heart Rate: 10.00 BPM
Time-stamp: 842 s, Heart Rate: 10.00 BPM
Time-stamp: 842 s, Heart Rate: 10.00 BPM
Time-stamp: 842 s, Heart Rate: 10.00 BPM
Time-stamp: 842 s, Heart Rate: 10.00 BPM
Time-stamp: 842 s, Heart Rate: 10.00 BPM
Time-stamp: 842 s, Heart Rate: 10.00 BPM
Time-stamp: 842 s, Heart Rate: 10.00 BPM
Time-stamp: 843 s, Heart Rate: 10.00 BPM
Time-stamp: 843 s, Heart Rate: 10.00 BPM
Time-stamp: 843 s, Heart Rate: 10.00 BPM
Time-stamp: 843 s, Heart Rate: 10.00 BPM
Time-stamp: 843 s, Heart Rate: 10.00 BPM
Time-stamp: 843 s, Heart Rate: 10.00 BPM
Time-stamp: 843 s, Heart Rate: 10.00 BPM
Time-stamp: 843 s, Heart Rate: 10.00 BPM
Time-stamp: 843 s, Heart Rate: 10.00 BPM
Time-stamp: 843 s, Heart Rate: 10.00 BPM
Time-stamp: 844 s, Heart Rate: 10.00 BPM
Time-stamp: 844 s, Heart Rate: 10.00 BPM
Time-stamp: 844 s, Heart Rate: 10.00 BPM
Time-stamp: 844 s, Heart Rate: 10.00 BPM
Time-stamp: 844 s, Heart Rate: 10.00 BPM
Time-stamp: 844 s, Heart Rate: 10.00 BPM
Time-stamp: 844 s, Heart Rate: 10.00 BPM
Time-stamp: 844 s, Heart Rate: 10.00 BPM
Time-stamp: 844 s, Heart Rate: 10.00 BPM
Time-stamp: 844 s, Heart Rate: 10.00 BPM
Time-stamp: 845 s, Heart Rate: 10.00 BPM
Time-stamp: 845 s, Heart Rate: 10.00 BPM
Time-stamp: 845 s, Heart Rate: 10.00 BPM
Time-stamp: 845 s, Heart Rate: 10.00 BPM
Time-stamp: 845 s, Heart Rate: 10.00 BPM
Time-stamp: 845 s, Heart Rate: 10.00 BPM
Time-stamp: 845 s, Heart Rate: 10.00 BPM
Time-stamp: 845 s, Heart Rate: 10.00 BPM
Time-stamp: 845 s, Heart Rate: 10.00 BPM
Time-stamp: 845 s, Heart Rate: 10.00 BPM
Time-stamp: 845 s, Heart Rate: 10.00 BPM
Time-stamp: 846 s, Heart Rate: 10.00 BPM
Time-stamp: 846 s, Heart Rate: 10.00 BPM
Time-stamp: 846 s, Heart Rate: 10.00 BPM
Time-stamp: 846 s, Heart Rate: 10.00 BPM
